trip_id,route_id,service_id,direction_id,shape_id
87_inbound_139,87,daily,1,shape_87
87_inbound_140,87,daily,1,shape_87
87_inbound_141,87,daily,1,shape_87
87_inbound_142,87,daily,1,shape_87
87_inbound_143,87,daily,1,shape_87
87_inbound_144,87,daily,1,shape_87
87_inbound_145,87,daily,1,shape_87
01_outbound_146,01,daily,0,shape_01
01_inbound_147,01,daily,1,shape_01
EX 1-1_outbound_148,EX 1-1,daily,0,shape_EX 1-1
EX 1-1_inbound_149,EX 1-1,daily,1,shape_EX 1-1
EX 1-2_outbound_150,EX 1-2,daily,0,shape_EX 1-2
EX 1-2_inbound_151,EX 1-2,daily,1,shape_EX 1-2
EX 1-21_outbound_152,EX 1-21,daily,0,shape_EX 1-21
EX 1-21_inbound_153,EX 1-21,daily,1,shape_EX 1-21
EX 1-22_outbound_154,EX 1-22,daily,0,shape_EX 1-22
EX 1-22_inbound_155,EX 1-22,daily,1,shape_EX 1-22
EX 1-23_outbound_156,EX 1-23,daily,0,shape_EX 1-23
EX 1-23_inbound_157,EX 1-23,daily,1,shape_EX 1-23
EX001_outbound_158,EX001,daily,0,shape_EX001
EX001_inbound_159,EX001,daily,1,shape_EX001
02_outbound_160,02,daily,0,shape_02
02_inbound_161,02,daily,1,shape_02
03_outbound_162,03,daily,0,shape_03
03_inbound_163,03,daily,1,shape_03
04_outbound_164,04,daily,0,shape_04
04_inbound_165,04,daily,1,shape_04
05_outbound_166,05,daily,0,shape_05
05_inbound_167,05,daily,1,shape_05
06_outbound_168,06,daily,0,shape_06
06_inbound_169,06,daily,1,shape_06
07_outbound_170,07,daily,0,shape_07
07_inbound_171,07,daily,1,shape_07
08_outbound_172,08,daily,0,shape_08
08_inbound_173,08,daily,1,shape_08
09_outbound_174,09,daily,0,shape_09
09_inbound_175,09,daily,1,shape_09
09/1_outbound_176,09/1,daily,0,shape_09/1
09/1_inbound_177,09/1,daily,1,shape_09/1
09/2_outbound_178,09/2,daily,0,shape_09/2
09/2_inbound_179,09/2,daily,1,shape_09/2
11_outbound_180,11,daily,0,shape_11
11_inbound_181,11,daily,1,shape_11
13_outbound_182,13,daily,0,shape_13
13_inbound_183,13,daily,1,shape_13
14_outbound_184,14,daily,0,shape_14
14_inbound_185,14,daily,1,shape_14
16_outbound_186,16,daily,0,shape_16
16_inbound_187,16,daily,1,shape_16
18_outbound_188,18,daily,0,shape_18
18_inbound_189,18,daily,1,shape_18
22_outbound_190,22,daily,0,shape_22
22_inbound_191,22,daily,1,shape_22
31_outbound_192,31,daily,0,shape_31
31_inbound_193,31,daily,1,shape_31
32/4_outbound_194,32/4,daily,0,shape_32/4
32/4_inbound_195,32/4,daily,1,shape_32/4
41_outbound_196,41,daily,0,shape_41
41_inbound_197,41,daily,1,shape_41
45_outbound_198,45,daily,0,shape_45
45_inbound_199,45,daily,1,shape_45
48/3_outbound_200,48/3,daily,0,shape_48/3
48/3_inbound_201,48/3,daily,1,shape_48/3
57_outbound_202,57,daily,0,shape_57
57_inbound_203,57,daily,1,shape_57
60_outbound_204,60,daily,0,shape_60
60_inbound_205,60,daily,1,shape_60
64_outbound_206,64,daily,0,shape_64
64_inbound_207,64,daily,1,shape_64
99_outbound_208,99,daily,0,shape_99
99_inbound_209,99,daily,1,shape_99
100_outbound_210,100,daily,0,shape_100
100_inbound_211,100,daily,1,shape_100
101_outbound_212,101,daily,0,shape_101
101_inbound_213,101,daily,1,shape_101
102_outbound_214,102,daily,0,shape_102
102_inbound_215,102,daily,1,shape_102
103_outbound_216,103,daily,0,shape_103
103_inbound_217,103,daily,1,shape_103
104_outbound_218,104,daily,0,shape_104
104_inbound_219,104,daily,1,shape_104
112_outbound_220,112,daily,0,shape_112
112_inbound_221,112,daily,1,shape_112
113_outbound_222,113,daily,0,shape_113
113_inbound_223,113,daily,1,shape_113
119_outbound_224,119,daily,0,shape_119
119_inbound_225,119,daily,1,shape_119
120_outbound_226,120,daily,0,shape_120
120_inbound_227,120,daily,1,shape_120
122_outbound_228,122,daily,0,shape_122
122_inbound_229,122,daily,1,shape_122
125_outbound_230,125,daily,0,shape_125
125_inbound_231,125,daily,1,shape_125
135_outbound_232,135,daily,0,shape_135
135_inbound_233,135,daily,1,shape_135
138_outbound_234,138,daily,0,shape_138
138_inbound_235,138,daily,1,shape_138
138-E01_outbound_236,138-E01,daily,0,shape_138-E01
138-E01_inbound_237,138-E01,daily,1,shape_138-E01
138/1_outbound_238,138/1,daily,0,shape_138/1
138/1_inbound_239,138/1,daily,1,shape_138/1
138/2_outbound_240,138/2,daily,0,shape_138/2
138/2_inbound_241,138/2,daily,1,shape_138/2
138/3_outbound_242,138/3,daily,0,shape_138/3
138/3_inbound_243,138/3,daily,1,shape_138/3
138/4_outbound_244,138/4,daily,0,shape_138/4
138/4_inbound_245,138/4,daily,1,shape_138/4
140_outbound_246,140,daily,0,shape_140
140_inbound_247,140,daily,1,shape_140
141_outbound_248,141,daily,0,shape_141
141_inbound_249,141,daily,1,shape_141
143_outbound_250,143,daily,0,shape_143
143_inbound_251,143,daily,1,shape_143
144_outbound_252,144,daily,0,shape_144
144_inbound_253,144,daily,1,shape_144
145_outbound_254,145,daily,0,shape_145
145_inbound_255,145,daily,1,shape_145
153_outbound_256,153,daily,0,shape_153
153_inbound_257,153,daily,1,shape_153
154_outbound_258,154,daily,0,shape_154
154_inbound_259,154,daily,1,shape_154
155_outbound_260,155,daily,0,shape_155
155_inbound_261,155,daily,1,shape_155
156_outbound_262,156,daily,0,shape_156
156_inbound_263,156,daily,1,shape_156
163_outbound_264,163,daily,0,shape_163
163_inbound_265,163,daily,1,shape_163
164_outbound_266,164,daily,0,shape_164
164_inbound_267,164,daily,1,shape_164
166_outbound_268,166,daily,0,shape_166
166_inbound_269,166,daily,1,shape_166
168_outbound_270,168,daily,0,shape_168
168_inbound_271,168,daily,1,shape_168
170_outbound_272,170,daily,0,shape_170
170_inbound_273,170,daily,1,shape_170
171_outbound_274,171,daily,0,shape_171
171_inbound_275,171,daily,1,shape_171
174_outbound_276,174,daily,0,shape_174
174_inbound_277,174,daily,1,shape_174
175_outbound_278,175,daily,0,shape_175
175_inbound_279,175,daily,1,shape_175
176_outbound_280,176,daily,0,shape_176
176_inbound_281,176,daily,1,shape_176
177_outbound_282,177,daily,0,shape_177
177_inbound_283,177,daily,1,shape_177
179_outbound_284,179,daily,0,shape_179
179_inbound_285,179,daily,1,shape_179
180_outbound_286,180,daily,0,shape_180
180_inbound_287,180,daily,1,shape_180
183_outbound_288,183,daily,0,shape_183
183_inbound_289,183,daily,1,shape_183
187_outbound_290,187,daily,0,shape_187
187_inbound_291,187,daily,1,shape_187
187 E-03_outbound_292,187 E-03,daily,0,shape_187 E-03
187 E-03_inbound_293,187 E-03,daily,1,shape_187 E-03
187/1_outbound_294,187/1,daily,0,shape_187/1
187/1_inbound_295,187/1,daily,1,shape_187/1
188_outbound_296,188,daily,0,shape_188
188_inbound_297,188,daily,1,shape_188
192_outbound_298,192,daily,0,shape_192
192_inbound_299,192,daily,1,shape_192
193_outbound_300,193,daily,0,shape_193
193_inbound_301,193,daily,1,shape_193
200_outbound_302,200,daily,0,shape_200
200_inbound_303,200,daily,1,shape_200
224_outbound_304,224,daily,0,shape_224
224_inbound_305,224,daily,1,shape_224
225_outbound_306,225,daily,0,shape_225
225_inbound_307,225,daily,1,shape_225
226_outbound_308,226,daily,0,shape_226
226_inbound_309,226,daily,1,shape_226
234_outbound_310,234,daily,0,shape_234
234_inbound_311,234,daily,1,shape_234
400_outbound_312,400,daily,0,shape_400
400_inbound_313,400,daily,1,shape_400
400/1_outbound_314,400/1,daily,0,shape_400/1
400/1_inbound_315,400/1,daily,1,shape_400/1
401_outbound_316,401,daily,0,shape_401
401_inbound_317,401,daily,1,shape_401
401/1_outbound_318,401/1,daily,0,shape_401/1
401/1_inbound_319,401/1,daily,1,shape_401/1
401/2_outbound_320,401/2,daily,0,shape_401/2
401/2_inbound_321,401/2,daily,1,shape_401/2
401/3_outbound_322,401/3,daily,0,shape_401/3
401/3_inbound_323,401/3,daily,1,shape_401/3
401/4_outbound_324,401/4,daily,0,shape_401/4
401/4_inbound_325,401/4,daily,1,shape_401/4
430_outbound_326,430,daily,0,shape_430
430_inbound_327,430,daily,1,shape_430
450_outbound_328,450,daily,0,shape_450
450_inbound_329,450,daily,1,shape_450
602_outbound_330,602,daily,0,shape_602
602_inbound_331,602,daily,1,shape_602
A-Bay_outbound_332,A-Bay,daily,0,shape_A-Bay
A-Bay_inbound_333,A-Bay,daily,1,shape_A-Bay
